closetime,mc,cs,volume,,
5/20/2012,44226084.49,8970881,152466.4822,,
5/21/2012,45600759.42,9109330,162801.3691,,
5/22/2012,45411022.49,9019071,189854.1906,,
5/23/2012,46426586.52,9123467,349803.0988,,
5/24/2012,46393344.68,9097091,234308.8295,,
5/25/2012,46218291.67,9030520,231624.1222,,
5/26/2012,45971304.07,9014865,261355.8788,,
5/27/2012,46546298.69,9144620,105935.6443,,
5/28/2012,46360876.92,9090778,83422.517,,
5/29/2012,46026285.77,9026939,279072.24,,
5/30/2012,46958483.57,9136425,472533.8851,,
5/31/2012,46557658.56,9094998,233955.4396,,
6/1/2012,47395917.75,9211211,284126.3741,,
6/2/2012,46739957.67,9158879,315569.6159,,
6/3/2012,46937595.62,9133676,230258.7774,,
6/4/2012,46803028.17,9113094,165469.1911,,
6/5/2012,46781163.59,9083774,245221.2035,,
6/6/2012,47150175.93,9182118,483324.5523,,
6/7/2012,47828556.52,9233116,336509.8048,,
6/8/2012,48193095.85,9136461,235721.4045,,
6/9/2012,48242950.01,9190919,386654.7793,,
6/10/2012,47744013.98,9172545,474122.3733,,
6/11/2012,48213250.65,9155591,286086.8392,,
6/12/2012,49748472.57,9144923,281313.1772,,
6/13/2012,49876361.43,9134848,266386.7407,,
6/14/2012,51982954.28,9297613,401676.7743,,
6/15/2012,52428978.51,9307470,312527.5779,,
6/16/2012,51001438.01,9172970,339505.9659,,
6/17/2012,50832327.04,9295836,139319.092,,
6/18/2012,51787991.13,9289809,230551.4362,,
6/19/2012,53179125.29,9329622,409646.1434,,
6/20/2012,54753645.02,9234887,342331.168,,
6/21/2012,54727300.68,9191532,350303.1523,,
6/22/2012,60350907.50,9284755,320448.4488,,
6/23/2012,59117862.40,9237166,250440.3975,,
6/24/2012,56993539.73,9246464,172438.7162,,
6/25/2012,59110132.16,9367721,160526.8798,,
6/26/2012,60091492.70,9246609,287923.8827,,
6/27/2012,62749132.22,9407666,513598.383,,
6/28/2012,62085752.37,9294163,262956.3964,,
6/29/2012,61381109.09,9374296,334753.3452,,
6/30/2012,60575665.50,9422986,309646.7761,,
7/1/2012,59786543.20,9415174,272061.1675,,
7/2/2012,59096332.52,9373199,137085.4545,,
7/3/2012,59639145.05,9290310,479705.4029,,
7/4/2012,62226016.79,9361519,523692.1557,,
7/5/2012,62186149.09,9413757,298168.0852,,
7/6/2012,63015473.15,9476011,470712.7371,,
7/7/2012,63003870.59,9417633,470077.1856,,
7/8/2012,62367823.64,9408359,117665.5422,,
7/9/2012,63521814.35,9396732,198660.7453,,
7/10/2012,60984797.64,9455110,723246.904,,
7/11/2012,61290462.70,9414673,1439716.88,,
7/12/2012,62636382.54,9390762,778960.5613,,
7/13/2012,62335637.77,9376445,361544.9395,,
7/14/2012,64289393.26,9507354,1089106.935,,
7/15/2012,64070555.17,9423554,989293.9348,,
7/16/2012,66166740.13,9423448,231608.9035,,
7/17/2012,68359904.14,9494563,1129398.303,,
7/18/2012,67487198.35,9438769,334519.6019,,
7/19/2012,73220315.12,9430297,543714.326,,
7/20/2012,73396421.54,9575403,280860.5847,,
7/21/2012,71096261.81,9426587,224376.3943,,
7/22/2012,72536811.29,9518005,151122.3289,,
7/23/2012,81420073.79,9579283,112494.5445,,
7/24/2012,84310783.81,9580760,540513.7733,,
7/25/2012,86204824.31,9462898,673745.2625,,
7/26/2012,84298078.76,9503740,698734.7651,,
7/27/2012,81747508.56,9594778,1144319.389,,
7/28/2012,84279024.54,9527866,619784.0974,,
7/29/2012,79744326.34,9482535,484964.6195,,
7/30/2012,80952737.64,9585140,640249.4926,,
7/31/2012,81779094.20,9509197,513030.215,,
8/1/2012,83638104.00,9504330,434991.0918,,
8/2/2012,86071303.70,9670933,323194.8931,,
8/3/2012,85117570.80,9563772,992885.6402,,
8/4/2012,84816311.88,9542682,662640.3742,,
8/5/2012,83858446.70,9627537,205576.2011,,
8/6/2012,87961738.50,9668250,306487.0098,,
8/7/2012,91015424.50,9734270,611662.6247,,
8/8/2012,92013731.04,9634643,478326.3428,,
8/9/2012,101023577.46,9593882,682477.1183,,
8/10/2012,106549108.84,9712772,1162518.674,,
8/11/2012,105608364.50,9614763,2626623.15,,
8/12/2012,105093303.69,9668215,1026380.458,,
8/13/2012,106088585.94,9773093,2746008.379,,
8/14/2012,108633801.90,9786829,2292228.588,,
8/15/2012,106293879.34,9614744,883372.8728,,
8/16/2012,107690980.21,9736010,880819.6357,,
8/17/2012,109774524.33,9640871,691945.4774,,
8/18/2012,112050438.80,9734882,1168073.892,,
8/19/2012,113117487.05,9731382,513567.0914,,
8/20/2012,116353969.07,9665966,356140.1156,,
8/21/2012,118230566.20,9698980,2309799.057,,
8/22/2012,130205113.25,9826801,864444.8861,,
8/23/2012,132351894.00,9803844,812571.7216,,
8/24/2012,112902349.05,9746741,405607.5565,,
8/25/2012,113216807.43,9751663,859332.2236,,
8/26/2012,78633072.00,9829134,208048.1247,,
8/27/2012,98229256.90,9725669,289246.8877,,
8/28/2012,97418581.42,9825354,257906.8676,,
8/29/2012,95773483.80,9766038,388241.546,,
8/30/2012,99170474.23,9818888,679219.3958,,
8/31/2012,104915079.40,9897649,792849.6448,,
9/1/2012,104433542.79,9923464,419092.1537,,
9/2/2012,104414516.62,9841142,305474.0717,,
9/3/2012,107652165.60,9831248,180797.9657,,
9/4/2012,108295508.54,9899041,520753.8696,,
9/5/2012,108208563.89,9912023,832893.5238,,
9/6/2012,105667977.42,9804962,694971.6364,,
9/7/2012,100698239.04,9911244,257079.9196,,
9/8/2012,98349236.29,9869031,490609.54,,
9/9/2012,100623793.37,9861114,186031.7679,,
9/10/2012,103404779.01,9820017,361404.1767,,
9/11/2012,103216530.02,9939279,342444.3145,,
9/12/2012,108169355.19,9833837,544900.3433,,
9/13/2012,111024199.32,9929720,528630.7099,,
9/14/2012,108353729.00,9850339,416594.6631,,
9/15/2012,110213296.67,9985802,448169.5419,,
9/16/2012,108870855.76,9879388,189591.9324,,
9/17/2012,111269519.37,9961461,488331.3896,,
9/18/2012,113790905.81,10042610,404787.3757,,
9/19/2012,113635398.51,9998812,310026.9966,,
9/20/2012,114074637.58,10007425,331505.1843,,
9/21/2012,116920457.97,10018891,300705.8634,,
9/22/2012,116544936.50,9918718,384048.846,,
9/23/2012,118315400.13,9967599,243946.018,,
9/24/2012,119748946.00,10071400,109547.0972,,
9/25/2012,122797001.25,10024245,428967.083,,
9/26/2012,125020361.67,9943954,824622.7174,,
9/27/2012,122234903.35,9951932,571501.7597,,
9/28/2012,123716782.43,10002974,567763.4266,,
9/29/2012,123734722.43,10110855,479121.3239,,
9/30/2012,122891920.93,10078635,340295.6522,,
10/1/2012,120982745.40,9998574,857407.5658,,
10/2/2012,121770530.26,9983646,1297665.887,,
10/3/2012,124993397.97,10186911,634716.3048,,
10/4/2012,123856630.09,10062372,422758.8913,,
10/5/2012,126055306.00,10173126,312138.5716,,
10/6/2012,126030217.24,10194071,307735.8638,,
10/7/2012,125907789.60,10153854,228762.2161,,
10/8/2012,124411977.60,10033224,323380.9399,,
10/9/2012,130776838.08,10185112,429670.2874,,
10/10/2012,130180544.16,10099344,570638.8856,,
10/11/2012,131611550.40,10242144,377838.8009,,
10/12/2012,127845315.73,10076081,324417.5355,,
10/13/2012,126017024.16,10077331,446306.3758,,
10/14/2012,119250818.46,10105993,302317.8963,,
10/15/2012,120374411.86,10220198,157177.6919,,
10/16/2012,120511361.49,10131262,532398.7492,,
10/17/2012,124073688.36,10237103,753738.3591,,
10/18/2012,123591287.70,10273590,331245.0864,,
10/19/2012,122006280.00,10167190,1124330.137,,
10/20/2012,121509464.59,10244445,1288520.827,,
10/21/2012,121001106.49,10307704,609309.2709,,
10/22/2012,121874931.28,10295169,304111.3506,,
10/23/2012,121092042.52,10218824,535966.659,,
10/24/2012,120767737.28,10225888,394993.5275,,
10/25/2012,121751721.17,10197158,557993.9262,,
10/26/2012,121510077.64,10349986,654612.0688,,
10/27/2012,121081287.55,10313647,380520.8136,,
10/28/2012,120473971.72,10357944,274630.2125,,
10/29/2012,120253119.32,10269162,295298.2505,,
10/30/2012,120296036.00,10325840,400283.5652,,
10/31/2012,120019688.18,10302128,397595.6886,,
11/1/2012,112397063.57,10348132,435806.1458,,
11/2/2012,105561035.80,10379027,343126.4809,,
11/3/2012,105553252.34,10287330,213921.3604,,
11/4/2012,110633031.71,10339555,168153.6984,,
11/5/2012,110220805.42,10398199,187079.3676,,
11/6/2012,113138301.48,10391549,528839.062,,
11/7/2012,116634792.09,10412891,258072.9702,,
11/8/2012,108964026.57,10308801,297310.5706,,
11/9/2012,108021364.65,10318439,399176.5483,,
11/10/2012,111192595.22,10447977,770425.5935,,
11/11/2012,111305339.65,10305945,255207.1657,,
11/12/2012,111084277.31,10335344,209591.437,,
11/13/2012,112800023.42,10349585,384498.6001,,
11/14/2012,114151248.12,10453411,347398.4623,,
11/15/2012,114130416.00,10446720,275585.8304,,
11/16/2012,113059999.19,10453999,798377.0357,,
11/17/2012,112661008.52,10345373,264303.8863,,
11/18/2012,113312794.80,10425607,246221.6629,,
11/19/2012,113984663.16,10354702,307994.4617,,
11/20/2012,114458558.48,10451691,471167.4261,,
11/21/2012,115216359.90,10522042,474939.1512,,
11/22/2012,116229654.33,10379770,426828.8659,,
11/23/2012,123717867.76,10530175,400388.8695,,
11/24/2012,123574351.56,10482272,363483.8775,,
11/25/2012,120913101.18,10377453,224373.8428,,
11/26/2012,123707248.82,10483754,208977.1847,,
11/27/2012,123103587.46,10492251,423853.2331,,
11/28/2012,122761760.75,10430065,870936.5273,,
11/29/2012,130082328.47,10472007,466457.9393,,
11/30/2012,130807392.64,10595973,674154.1203,,
12/1/2012,130037846.30,10477181,530889.3534,,
12/2/2012,131136742.89,10505984,197320.4622,,
12/3/2012,129739032.30,10594868,395721.7661,,
12/4/2012,128726921.40,10551387,430966.3621,,
12/5/2012,128945309.12,10442869,411099.3796,,
12/6/2012,130777028.55,10504179,564776.2718,,
12/7/2012,131946032.51,10501077,396008.2181,,
12/8/2012,132341667.25,10535071,1003819.377,,
12/9/2012,131135344.63,10490794,224256.2431,,
12/10/2012,132655837.00,10612433,587379.5414,,
12/11/2012,140852449.52,10485281,1000186.36,,
12/12/2012,144281193.39,10642537,405957.1621,,
12/13/2012,145749569.84,10639509,663274.1654,,
12/14/2012,145003570.91,10584125,568111.0852,,
12/15/2012,143467121.16,10549022,425668.036,,
12/16/2012,141974436.83,10524335,255391.1586,,
12/17/2012,139610788.74,10497036,346375.9583,,
12/18/2012,140233586.93,10583627,261703.7866,,
12/19/2012,139730360.09,10506840,215899.4418,,
12/20/2012,144758920.78,10644821,264736.7289,,
12/21/2012,142565329.34,10541163,342867.5342,,
12/22/2012,141757012.49,10500535,425919.213,,
12/23/2012,142300513.56,10642187,380493.815,,
12/24/2012,141149757.54,10603181,187732.7457,,
12/25/2012,140311000.19,10486614,241474.1161,,
12/26/2012,141405054.77,10592131,428597.364,,
12/27/2012,143462351.76,10652201,274573.9532,,
12/28/2012,141946563.99,10575869,320415.6923,,
12/29/2012,141063699.34,10510521,463414.5899,,
12/30/2012,143597428.40,10716226,369222.1039,,
12/31/2012,142074163.78,10563127,195601.8907,,
1/1/2013,143479670.19,10620249,439229.2714,,
1/2/2013,142050643.97,10677184,713878.0416,,
1/3/2013,142100965.96,10700382,477008.0397,,
1/4/2013,143285651.21,10694667,819552.5975,,
1/5/2013,144928305.00,10735430,603439.3002,,
1/6/2013,142188950.40,10579535,409281.7829,,
1/7/2013,142965399.44,10626277,564574.0399,,
1/8/2013,145297990.36,10693465,389901.2176,,
1/9/2013,146051336.74,10627519,818117.9101,,
1/10/2013,145394203.25,10558758,748488.0656,,
1/11/2013,150396298.96,10636238,1071215.909,,
1/12/2013,151597887.45,10723476,953854.5121,,
1/13/2013,150865980.39,10596761,539677.6225,,
1/14/2013,150165944.99,10637988,439326.4295,,
1/15/2013,154027674.72,10771151,1119351.22,,
1/16/2013,150540751.18,10564241,1012056.717,,
1/17/2013,158245921.92,10743104,874368.6136,,
1/18/2013,166449569.89,10738675,3086206.164,,
1/19/2013,168963202.85,10758568,1422239.451,,
1/20/2013,168212993.49,10772526,619122.3057,,
1/21/2013,166513069.60,10605928,479038.6705,,
1/22/2013,177916317.60,10590257,1129922.65,,
1/23/2013,183779697.74,10646847,1734515.435,,
1/24/2013,187380418.30,10707428,914310.7127,,
1/25/2013,180463940.89,10680893,1906768.804,,
1/26/2013,187945703.41,10801471,999164.5476,,
1/27/2013,192317619.72,10756019,1616781.976,,
1/28/2013,191585171.38,10752212,723458.4141,,
1/29/2013,200463676.47,10707952,1117643.814,,
1/30/2013,208690951.74,10688189,672355.8812,,
1/31/2013,209870431.73,10653316,1205919.488,,
2/1/2013,218209519.50,10691299,1534553.379,,
2/2/2013,221526834.07,10806730,1115221.091,,
2/3/2013,211553658.16,10777053,869051.2831,,
2/4/2013,221630389.38,10763982,1282772.547,,
2/5/2013,218764771.10,10707990,750654.2655,,
2/6/2013,221080357.92,10732051,1842340.688,,
2/7/2013,226885200.84,10712238,2102310.856,,
2/8/2013,239670553.15,10820341,3635241.194,,
2/9/2013,245758078.28,10845458,1344697.401,,
2/10/2013,253510593.60,10719264,603342.4678,,
2/11/2013,259175342.82,10812601,2122974.864,,
2/12/2013,266696262.65,10819321,872609.9833,,
2/13/2013,269905221.64,10723397,2921292.053,,
2/14/2013,260171029.80,10750869,1077230.222,,
2/15/2013,295084619.64,10840529,1162259.094,,
2/16/2013,293936301.80,10846358,2151171.806,,
2/17/2013,295791356.31,10868353,2281362.741,,
2/18/2013,292263051.24,10899400,753033.1756,,
2/19/2013,292624312.75,10858045,851233.1847,,
2/20/2013,320672852.83,10900718,1509768.7,,
2/21/2013,322898873.96,10892183,1132593.653,,
2/22/2013,323501081.89,10874834,4216475.432,,
2/23/2013,326191328.94,10784828,1439866.428,,
2/24/2013,321664876.66,10794127,1244790.256,,
2/25/2013,322043958.38,10774308,479246.9648,,
2/26/2013,331681978.89,10910595,1801879.324,,
2/27/2013,339942499.70,10930627,3130715.621,,
2/28/2013,337129836.21,10909927,4637351.827,,
3/1/2013,358617295.64,10743478,6227878.901,,
3/2/2013,377586009.00,10944522,1893158.565,,
3/3/2013,371308942.25,10841137,1864361.577,,
3/4/2013,375671667.61,10889037,1489908.617,,
3/5/2013,396456461.30,10966377,1872891.858,,
3/6/2013,440547578.10,10923570,8406868.634,,
3/7/2013,441697012.16,10767819,2463760.542,,
3/8/2013,455976713.43,10856591,1923389.885,,
3/9/2013,476226317.79,10779231,1117515.36,,
3/10/2013,512458652.25,10938285,987992.954,,
3/11/2013,499545004.00,10859674,864319.5623,,
3/12/2013,528827873.94,10926198,3830564.675,,
3/13/2013,481393337.00,10869135,5941034.344,,
3/14/2013,513666490.63,10947704,5088311.444,,
3/15/2013,518762392.92,10997812,5605627.065,,
3/16/2013,513635770.05,10940059,4151536.583,,
3/17/2013,515508188.96,10968215,8467632.808,,
3/18/2013,515618053.20,10878018,2476583.863,,
3/19/2013,560622808.25,10864781,4974074.079,,
3/20/2013,650542771.30,11000045,4249111.776,,
3/21/2013,697890570.85,10821888,5983176.12,,
3/22/2013,772788935.75,10907395,12056119.45,,
3/23/2013,771520702.73,11043020,7041303.511,,
3/24/2013,699865387.65,10875919,2862444.378,,
3/25/2013,779215008.00,10898112,1870599.785,,
3/26/2013,799636326.40,10864624,8445941.889,,
3/27/2013,852869844.00,10864584,8359611.275,,
3/28/2013,966384694.08,10868024,17715965.14,,
3/29/2013,937072455.94,10873433,9335206.245,,
3/30/2013,996348256.50,11009373,7795782.438,,
3/31/2013,1021618475.66,11081659,2758536.883,,
4/1/2013,1021279170.40,10977954,7527960.115,,
4/2/2013,1141720736.00,10978084,15389772.19,,
4/3/2013,1304137352.30,11053885,16171857,,
4/4/2013,1492797330.00,11057758,37215397.93,,
4/5/2013,1463655462.02,11078227,30878446.14,,
4/6/2013,1562559406.33,10978923,96244631.63,,
4/7/2013,1580332698.61,11079859,42949619.27,,
4/8/2013,1799620327.13,11088164,31634088.61,,
4/9/2013,2074699312.50,11065063,56311477.14,,
4/10/2013,2552149690.00,11096303,160362454.4,,
4/11/2013,1831190955.00,11098127,68492393.24,,
4/12/2013,1365353467.70,10931573,27760948.84,,
4/13/2013,1294319988.00,11062564,39300936.5,,
4/14/2013,1027328034.00,11046538,8976581.829,,
4/15/2013,1003399538.51,11148885,13828354.47,,
4/16/2013,902959155.36,10960103,6555630.186,,
4/17/2013,762161662.30,11149939,10541098.68,,
4/18/2013,1026036533.71,11024353,27558650.16,,
4/19/2013,1200570624.99,11013399,25862400.3,,
4/20/2013,1301784545.44,10987378,20116179.91,,
4/21/2013,1390885668.14,10985112,10078337.19,,
4/22/2013,1311461048.00,11002190,4792322.664,,
4/23/2013,1414763384.55,11104894,12486927.97,,
4/24/2013,1583529414.23,11036971,12524282.09,,
4/25/2013,1715545315.20,11125456,40185130.14,,
4/26/2013,1561176919.04,11016701,47286796.02,,
4/27/2013,1526596516.61,11151179,48585625.52,,
4/28/2013,,,25620877,,
4/29/2013,,,16693946,,
4/30/2013,,,29713676,,
5/1/2013,,,28093183,,
5/2/2013,,,10669549,,
5/3/2013,,,4650908,,
5/4/2013,,,11143408,,
5/5/2013,,,4714541,,
5/6/2013,,,3721422,,
5/7/2013,,,4349280,,
5/8/2013,,,13574723,,
5/9/2013,,,17593764,,
5/10/2013,,,7373143,,
5/11/2013,,,12461184,,
5/12/2013,,,4019923,,
5/13/2013,,,3679391,,
5/14/2013,,,3203256,,
5/15/2013,,,2705897,,
5/16/2013,,,3971484,,
5/17/2013,,,5112061,,
5/18/2013,,,10162074,,
5/19/2013,,,3861010,,
5/20/2013,,,4475945,,
5/21/2013,,,8030316,,
5/22/2013,,,4773549,,
5/23/2013,,,4691412,,
5/24/2013,,,5654153,,
5/25/2013,,,3707503,,
5/26/2013,,,1798067,,
5/27/2013,,,19166044,,
5/28/2013,,,6591777,,
5/29/2013,,,5432556,,
5/30/2013,,,3689284,,
5/31/2013,,,4125380,,
6/1/2013,,,14195954,,
6/2/2013,,,4201082,,
6/3/2013,,,28046824,,
6/4/2013,,,12018227,,
6/5/2013,,,3652021,,
6/6/2013,,,4395848,,
6/7/2013,,,6287885,,
6/8/2013,,,6717759,,
6/9/2013,,,3858221,,
6/10/2013,,,1620797,,
6/11/2013,,,2624096,,
6/12/2013,,,9818448,,
6/13/2013,,,3508039,,
6/14/2013,,,6993438,,
6/15/2013,,,6547254,,
6/16/2013,,,1864170,,
6/17/2013,,,2008232,,
6/18/2013,,,5684878,,
6/19/2013,,,11775440,,
6/20/2013,,,2492877,,
6/21/2013,,,2895360,,
6/22/2013,,,9198052,,
6/23/2013,,,4087032,,
6/24/2013,,,1679358,,
6/25/2013,,,10617247,,
6/26/2013,,,5516363,,
6/27/2013,,,11998689,,
6/28/2013,,,10828302,,
6/29/2013,,,15540303,,
6/30/2013,,,8257190,,
7/1/2013,,,5678890,,
7/2/2013,,,9371411,,
7/3/2013,,,5196185,,
7/4/2013,,,9228351,,
7/5/2013,,,5181719,,
7/6/2013,,,12207573,,
7/7/2013,,,4354655,,
7/8/2013,,,1938774,,
7/9/2013,,,4910691,,
7/10/2013,,,3245453,,
7/11/2013,,,2945667,,
7/12/2013,,,9985269,,
7/13/2013,,,4747248,,
7/14/2013,,,1733460,,
7/15/2013,,,1873722,,
7/16/2013,,,2194358,,
7/17/2013,,,4757473,,
7/18/2013,,,2654689,,
7/19/2013,,,3872924,,
7/20/2013,,,2154497,,
7/21/2013,,,2356035,,
7/22/2013,,,5528130,,
7/23/2013,,,4499509,,
7/24/2013,,,4923641,,
7/25/2013,,,8050740,,
7/26/2013,,,3233268,,
7/27/2013,,,5413702,,
7/28/2013,,,2003276,,
7/29/2013,,,1336669,,
7/30/2013,,,3660930,,
7/31/2013,,,3167913,,
8/1/2013,,,2135465,,
8/2/2013,,,5391922,,
8/3/2013,,,3374212,,
8/4/2013,,,1138818,,
8/5/2013,,,1570646,,
8/6/2013,,,3665953,,
8/7/2013,,,4224469,,
8/8/2013,,,8694546,,
8/9/2013,,,3360896,,
8/10/2013,,,2891686,,
8/11/2013,,,2412640,,
8/12/2013,,,1812513,,
8/13/2013,,,9857367,,
8/14/2013,,,5219603,,
8/15/2013,,,8054743,,
8/16/2013,,,4142182,,
8/17/2013,,,4716053,,
8/18/2013,,,2167488,,
8/19/2013,,,3444878,,
8/20/2013,,,3675369,,
8/21/2013,,,11497429,,
8/22/2013,,,3980978,,
8/23/2013,,,2856732,,
8/24/2013,,,9800897,,
8/25/2013,,,9492924,,
8/26/2013,,,3669670,,
8/27/2013,,,4122912,,
8/28/2013,,,4765296,,
8/29/2013,,,9100660,,
8/30/2013,,,9112020,,
8/31/2013,,,7465865,,
9/1/2013,,,4618439,,
9/2/2013,,,2746196,,
9/3/2013,,,9780509,,
9/4/2013,,,3716953,,
9/5/2013,,,10572763,,
9/6/2013,,,5495983,,
9/7/2013,,,4572827,,
9/8/2013,,,3211073,,
9/9/2013,,,2463241,,
9/10/2013,,,3252125,,
9/11/2013,,,3481187,,
9/12/2013,,,4292702,,
9/13/2013,,,5704546,,
9/14/2013,,,4229806,,
9/15/2013,,,1753342,,
9/16/2013,,,1700850,,
9/17/2013,,,2664019,,
9/18/2013,,,3582296,,
9/19/2013,,,3401003,,
9/20/2013,,,2545551,,
9/21/2013,,,6553425,,
9/22/2013,,,3554413,,
9/23/2013,,,4865622,,
9/24/2013,,,4670320,,
9/25/2013,,,3403692,,
9/26/2013,,,33715487,,
9/27/2013,,,12208773,,
9/28/2013,,,6935795,,
9/29/2013,,,1972175,,
9/30/2013,,,2029504,,
10/1/2013,,,4248445,,
10/2/2013,,,4276481,,
10/3/2013,,,8583706,,
10/4/2013,,,5898176,,
10/5/2013,,,3813014,,
10/6/2013,,,4167454,,
10/7/2013,,,7570086,,
10/8/2013,,,14398442,,
10/9/2013,,,9727237,,
10/10/2013,,,20174766,,
10/11/2013,,,10714875,,
10/12/2013,,,15215582,,
10/13/2013,,,25661241,,
10/14/2013,,,5829766,,
10/15/2013,,,17905738,,
10/16/2013,,,25537523,,
10/17/2013,,,19766922,,
10/18/2013,,,48530411,,
10/19/2013,,,29056798,,
10/20/2013,,,14030078,,
10/21/2013,,,12028650,,
10/22/2013,,,11632730,,
10/23/2013,,,13415840,,
10/24/2013,,,17897538,,
10/25/2013,,,7972061,,
10/26/2013,,,4842517,,
10/27/2013,,,5647478,,
10/28/2013,,,10545414,,
10/29/2013,,,22998245,,
10/30/2013,,,39040665,,
10/31/2013,,,36242160,,
11/1/2013,,,57194024,,
11/2/2013,,,39357701,,
11/3/2013,,,52324749,,
11/4/2013,,,73596859,,
11/5/2013,,,29759751,,
11/6/2013,,,33131722,,
11/7/2013,,,51039985,,
11/8/2013,,,56753704,,
11/9/2013,,,55638926,,
11/10/2013,,,32999207,,
11/11/2013,,,56519433,,
11/12/2013,,,119541261,,
11/13/2013,,,167040126,,
11/14/2013,,,146349165,,
11/15/2013,,,84809657,,
11/16/2013,,,70269394,,
11/17/2013,,,86922739,,
11/18/2013,,,116349441,,
11/19/2013,,,74587315,,
11/20/2013,,,96144794,,
11/21/2013,,,135435505,,
11/22/2013,,,163076655,,
11/23/2013,,,149629543,,
11/24/2013,,,75563692,,
11/25/2013,,,271979265,,
11/26/2013,,,175955238,,
11/27/2013,,,121527708,,
11/28/2013,,,114102052,,
11/29/2013,,,387553774,,
11/30/2013,,,306410712,,
12/1/2013,,,474466262,,
12/2/2013,,,189354099,,
12/3/2013,,,236680336,,
12/4/2013,,,195886250,,
12/5/2013,,,200105915,,
12/6/2013,,,87282009,,
12/7/2013,,,85931095,,
12/8/2013,,,62978621,,
12/9/2013,,,108938531,,
12/10/2013,,,297998401,,
12/11/2013,,,187422192,,
12/12/2013,,,513435570,,
12/13/2013,,,236915772,,
12/14/2013,,,159865842,,
12/15/2013,,,79831295,,
12/16/2013,,,58743044,,
12/17/2013,,,42950776,,
12/18/2013,,,25875962,,
12/19/2013,,,23573141,,
12/20/2013,,,68929829,,
12/21/2013,,,47715374,,
12/22/2013,,,33182102,,
12/23/2013,,,20841074,,
12/24/2013,,,20240329,,
12/25/2013,,,23357896,,
12/26/2013,,,16556394,,
12/27/2013,,,29852201,,
12/28/2013,,,33496317,,
12/29/2013,,,30183391,,
12/30/2013,,,58311726,,
12/31/2013,,,71160502,,
1/1/2014,,,90826695,,
1/2/2014,,,76643484,,
1/3/2014,,,58306555,,
1/4/2014,,,32768453,,
1/5/2014,,,48938020,,
1/6/2014,,,46697393,,
1/7/2014,,,47378688,,
1/8/2014,,,23121687,,
1/9/2014,,,28778737,,
1/10/2014,,,20049149,,
1/11/2014,,,40978709,,
1/12/2014,,,15059334,,
1/13/2014,,,22772060,,
1/14/2014,,,21149723,,
1/15/2014,,,15213930,,
1/16/2014,,,16264206,,
1/17/2014,,,16418658,,
1/18/2014,,,39286176,,
1/19/2014,,,21120718,,
1/20/2014,,,27367234,,
1/21/2014,,,54943198,,
1/22/2014,,,44803494,,
1/23/2014,,,15413630,,
1/24/2014,,,57749273,,
1/25/2014,,,13734944,,
1/26/2014,,,17429280,,
1/27/2014,,,10423930,,
1/28/2014,,,12342881,,
1/29/2014,,,13182641,,
1/30/2014,,,17853074,,
1/31/2014,,,43570074,,
2/1/2014,,,129245345,,
2/2/2014,,,33761501,,
2/3/2014,,,36314262,,
2/4/2014,,,135944305,,
2/5/2014,,,92224845,,
2/6/2014,,,36803193,,
2/7/2014,,,50756783,,
2/8/2014,,,134785814,,
2/9/2014,,,33110088,,
2/10/2014,,,50885226,,
2/11/2014,,,39336429,,
2/12/2014,,,23066486,,
2/13/2014,,,14281407,,
2/14/2014,,,64733579,,
2/15/2014,,,61184025,,
2/16/2014,,,37689272,,
2/17/2014,,,40373875,,
2/18/2014,,,78004493,,
2/19/2014,,,193385144,,
2/20/2014,,,73554818,,
2/21/2014,,,27715811,,
2/22/2014,,,36063513,,
2/23/2014,,,22138286,,
2/24/2014,,,8631570,,
2/25/2014,,,94906284,,
2/26/2014,,,57242476,,
2/27/2014,,,22624318,,
2/28/2014,,,15936577,,
3/1/2014,,,30454256,,
3/2/2014,,,18347300,,
3/3/2014,,,18488117,,
3/4/2014,,,23644532,,
3/5/2014,,,13692508,,
3/6/2014,,,20666187,,
3/7/2014,,,12001026,,
3/8/2014,,,12919116,,
3/9/2014,,,4698819,,
3/10/2014,,,5698262,,
3/11/2014,,,12723998,,
3/12/2014,,,21596259,,
3/13/2014,,,12656541,,
3/14/2014,,,18167996,,
3/15/2014,,,38975328,,
3/16/2014,,,17398981,,
3/17/2014,,,9249735,,
3/18/2014,,,21003970,,
3/19/2014,,,12237708,,
3/20/2014,,,14482041,,
3/21/2014,,,69452480,,
3/22/2014,,,53554594,,
3/23/2014,,,9531910,,
3/24/2014,,,47382305,,
3/25/2014,,,40052634,,
3/26/2014,,,36927746,,
3/27/2014,,,49674685,,
3/28/2014,,,41599801,,
3/29/2014,,,22149175,,
3/30/2014,,,11722402,,
3/31/2014,,,8353487,,
4/1/2014,,,14482159,,
4/2/2014,,,8378814,,
4/3/2014,,,10961480,,
4/4/2014,,,64324406,,
4/5/2014,,,62716009,,
4/6/2014,,,19736072,,
4/7/2014,,,22747462,,
4/8/2014,,,45750644,,
4/9/2014,,,42738550,,
4/10/2014,,,35122306,,
4/11/2014,,,26116408,,
4/12/2014,,,14702588,,
4/13/2014,,,14542422,,
4/14/2014,,,9022748,,
4/15/2014,,,13780097,,
4/16/2014,,,10999875,,
4/17/2014,,,7594717,,
4/18/2014,,,10351687,,
4/19/2014,,,46863211,,
4/20/2014,,,11904775,,
4/21/2014,,,12012277,,
,,,,,
,,,,,
,,,,,
